,label
2142,Stable
2143,Stable
2144,Stable
2145,Stable
2146,Stable
2147,Stable
2148,Stable
2149,Stable
2150,Stable
2151,Stable
2152,Stable
2153,Stable
2154,Stable
2155,Stable
2156,Stable
2157,Stable
2158,Stable
2159,Stable
2160,Stable
2161,Stable
2162,Stable
2163,Stable
2164,Stable
2165,Stable
2166,Stable
2167,Stable
2168,Stable
2169,Stable
2170,Stable
2171,Stable
2172,Stable
2173,Stable
2174,Stable
2175,Stable
2176,Stable
2177,Stable
2178,Stable
2179,Stable
2180,Stable
2181,Stable
2182,Stable
2183,Stable
2184,Stable
2185,Stable
2186,Stable
2187,Stable
2188,Stable
2189,Stable
2190,Stable
2191,Stable
2192,Stable
2193,Stable
2194,Stable
2195,Stable
2196,Stable
2197,Stable
2198,Stable
2199,Stable
2200,Stable
2201,Stable
2202,Stable
2203,Stable
2204,Stable
2205,Stable
2206,Stable
2207,Stable
2208,Stable
2209,Stable
2210,Stable
2211,Stable
2212,Stable
2213,Stable
2214,Stable
2215,Stable
2216,Stable
2217,Stable
2218,Stable
2219,Stable
2220,Stable
2221,Stable
2222,Stable
2223,Stable
2224,Stable
2225,Stable
2226,Stable
2227,Stable
2228,Stable
2229,Stable
2230,Stable
2231,Stable
2232,Stable
2233,Stable
2234,Stable
2235,Stable
2236,Stable
2237,Stable
2238,Stable
2239,Stable
2240,Stable
2241,Stable
2242,Stable
2243,Stable
2244,Stable
2245,Stable
2246,Stable
2247,Stable
2248,Stable
2249,Stable
2250,Stable
2251,Stable
2252,Stable
2253,Stable
2254,Stable
2255,Stable
2256,Stable
2257,Stable
2258,Stable
2259,Stable
2260,Stable
2261,Stable
2262,Stable
2263,Stable
2264,Stable
2265,Stable
2266,Stable
2267,Stable
2268,Stable
2269,Stable
2270,Stable
2271,Stable
2272,Stable
2273,Stable
2274,Stable
2275,Stable
2276,Stable
2277,Stable
2278,Stable
2279,Stable
2280,Stable
2281,Stable
2282,Stable
2283,Stable
2284,Stable
2285,Stable
2286,Stable
2287,Stable
2288,Stable
2289,Stable
2290,Stable
2291,Stable
2292,Stable
2293,Stable
2294,Stable
2295,Stable
2296,Stable
2297,Stable
2298,Stable
2299,Stable
2300,Stable
2301,Stable
2302,Stable
2303,Stable
2304,Stable
2305,Stable
2306,Stable
2307,Stable
2308,Stable
2309,Stable
2310,Stable
2311,Stable
2312,Stable
2313,Stable
2314,Stable
2315,Stable
2316,Stable
2317,Stable
2318,Stable
2319,Stable
2320,Stable
2321,Stable
2322,Stable
2323,Stable
2324,Stable
2325,Stable
2326,Stable
2327,Stable
2328,Stable
2329,Stable
2330,Stable
2331,Stable
2332,Stable
2333,Stable
2334,Stable
2335,Stable
2336,Stable
2337,Stable
2338,Stable
2339,Stable
2340,Stable
2341,Stable
2342,Stable
2343,Stable
2344,Stable
2345,Stable
2346,Stable
2347,Stable
2348,Stable
2349,Stable
2350,Stable
2351,Stable
2352,Stable
2353,Stable
2354,Stable
2355,Stable
2356,Stable
2357,Stable
2358,Stable
2359,Stable
2360,Stable
2361,Stable
2362,Stable
2363,Stable
2364,Stable
2365,Stable
2366,Stable
2367,Stable
2368,Stable
2369,Stable
2370,Stable
2371,Stable
2372,Stable
2373,Stable
2374,Stable
2375,Stable
2376,Stable
2377,Stable
2378,Stable
2379,Stable
2380,Stable
2381,Stable
2382,Stable
2383,Stable
2384,Stable
2385,Stable
2386,Stable
2387,Stable
2388,Stable
2389,Stable
2390,Stable
2391,Stable
2392,Stable
2393,Stable
2394,Stable
2395,Stable
2396,Stable
2397,Stable
2398,Stable
2399,Stable
2400,Stable
2401,Stable
2402,Stable
2403,Stable
2404,Stable
2405,Stable
2406,Stable
2407,Stable
2408,Stable
2409,Stable
2410,Stable
2411,Stable
2412,Stable
2413,Stable
2414,Stable
2415,Stable
2416,Stable
2417,Stable
2418,Stable
2419,Stable
2420,Stable
2421,Stable
2422,Stable
2423,Stable
2424,Minimum Sway
2425,Minimum Sway
2426,Minimum Sway
2427,Minimum Sway
2428,Minimum Sway
2429,Minimum Sway
2430,Minimum Sway
2431,Minimum Sway
2432,Minimum Sway
2433,Minimum Sway
2434,Minimum Sway
2435,Minimum Sway
2436,Minimum Sway
2437,Minimum Sway
2438,Minimum Sway
2439,Minimum Sway
2440,Minimum Sway
2441,Minimum Sway
2442,Minimum Sway
2443,Minimum Sway
2444,Minimum Sway
2445,Minimum Sway
2446,Minimum Sway
2447,Minimum Sway
2448,Minimum Sway
2449,Minimum Sway
2450,Minimum Sway
2451,Minimum Sway
2452,Minimum Sway
2453,Minimum Sway
2454,Minimum Sway
2455,Minimum Sway
2456,Minimum Sway
2457,Minimum Sway
2458,Minimum Sway
2459,Minimum Sway
2460,Minimum Sway
2461,Minimum Sway
2462,Minimum Sway
2463,Minimum Sway
2464,Minimum Sway
2465,Minimum Sway
2466,Minimum Sway
2467,Minimum Sway
2468,Stable
2469,Stable
2470,Stable
2471,Stable
2472,Stable
2473,Stable
2474,Stable
2475,Stable
2476,Stable
2477,Stable
2478,Stable
2479,Stable
2480,Stable
2481,Stable
2482,Stable
2483,Stable
2484,Stable
2485,Stable
2486,Stable
2487,Stable
2488,Stable
2489,Stable
2490,Stable
2491,Stable
2492,Stable
2493,Stable
2494,Stable
2495,Stable
2496,Stable
2497,Stable
2498,Stable
2499,Stable
2500,Stable
2501,Stable
2502,Stable
2503,Stable
2504,Stable
2505,Stable
2506,Stable
2507,Stable
2508,Stable
2509,Stable
2510,Stable
2511,Stable
2512,Stable
2513,Stable
2514,Stable
2515,Stable
2516,Stable
2517,Stable
2518,Stable
2519,Stable
2520,Stable
2521,Stable
2522,Stable
2523,Stable
2524,Stable
2525,Stable
2526,Stable
2527,Stable
2528,Stable
2529,Stable
2530,Stable
2531,Stable
2532,Stable
2533,Stable
2534,Stable
2535,Stable
2536,Stable
2537,Stable
2538,Stable
2539,Stable
2540,Stable
2541,Stable
2542,Stable
2543,Stable
2544,Stable
2545,Stable
2546,Stable
2547,Stable
2548,Stable
2549,Stable
2550,Stable
2551,Stable
2552,Stable
2553,Stable
2554,Stable
2555,Stable
2556,Stable
2557,Stable
2558,Stable
2559,Stable
2560,Stable
2561,Stable
2562,Stable
2563,Stable
2564,Stable
2565,Stable
2566,Stable
2567,Stable
2568,Stable
2569,Stable
2570,Stable
2571,Stable
2572,Stable
2573,Stable
2574,Stable
2575,Stable
2576,Stable
2577,Stable
2578,Stable
2579,Stable
2580,Stable
2581,Stable
2582,Stable
2583,Stable
2584,Stable
2585,Stable
2586,Stable
2587,Stable
2588,Stable
2589,Stable
2590,Stable
2591,Stable
2592,Stable
2593,Stable
2594,Stable
2595,Stable
2596,Stable
2597,Stable
2598,Stable
2599,Stable
2600,Stable
2601,Stable
2602,Stable
2603,Stable
2604,Stable
2605,Stable
2606,Stable
2607,Stable
2608,Stable
2609,Stable
2610,Stable
2611,Stable
2612,Stable
2613,Stable
2614,Stable
2615,Stable
2616,Stable
2617,Stable
2618,Stable
2619,Stable
2620,Stable
2621,Stable
2622,Stable
2623,Stable
2624,Stable
2625,Stable
2626,Stable
2627,Stable
2628,Stable
2629,Stable
2630,Stable
2631,Stable
2632,Stable
2633,Stable
2634,Stable
2635,Stable
2636,Stable
2637,Stable
2638,Stable
2639,Stable
2640,Stable
2641,Stable
2642,Stable
2643,Stable
2644,Stable
2645,Stable
2646,Stable
2647,Stable
2648,Stable
2649,Stable
2650,Stable
2651,Stable
2652,Stable
2653,Stable
2654,Stable
2655,Stable
2656,Stable
2657,Stable
2658,Stable
2659,Stable
2660,Stable
2661,Stable
2662,Stable
2663,Stable
2664,Stable
2665,Stable
2666,Stable
2667,Stable
2668,Stable
2669,Stable
2670,Stable
2671,Stable
2672,Stable
2673,Stable
2674,Stable
2675,Stable
2676,Stable
2677,Stable
2678,Stable
2679,Stable
2680,Stable
2681,Stable
2682,Stable
2683,Stable
2684,Stable
2685,Stable
2686,Stable
2687,Stable
2688,Stable
2689,Stable
2690,Stable
2691,Stable
2692,Stable
2693,Stable
2694,Stable
2695,Stable
2696,Stable
2697,Stable
2698,Stable
2699,Stable
2700,Stable
2701,Stable
2702,Stable
2703,Stable
2704,Stable
2705,Stable
2706,Stable
2707,Stable
2708,Stable
2709,Stable
2710,Stable
2711,Stable
2712,Stable
2713,Stable
2714,Stable
2715,Stable
2716,Stable
2717,Stable
2718,Stable
2719,Stable
2720,Stable
2721,Stable
2722,Stable
2723,Stable
2724,Stable
2725,Stable
2726,Stable
2727,Stable
2728,Stable
2729,Stable
2730,Stable
2731,Stable
2732,Stable
2733,Stable
2734,Stable
2735,Stable
2736,Stable
2737,Stable
2738,Stable
2739,Stable
2740,Stable
2741,Stable
2742,Stable
2743,Stable
2744,Stable
2745,Stable
2746,Stable
2747,Stable
2748,Stable
2749,Stable
2750,Stable
2751,Stable
2752,Stable
2753,Stable
2754,Stable
2755,Stable
2756,Stable
2757,Stable
2758,Stable
2759,Stable
2760,Stable
2761,Stable
2762,Stable
2763,Stable
2764,Stable
2765,Stable
2766,Stable
2767,Stable
2768,Stable
2769,Stable
2770,Stable
2771,Stable
2772,Stable
2773,Stable
2774,Stable
2775,Stable
2776,Stable
2777,Stable
2778,Stable
2779,Stable
2780,Stable
2781,Stable
2782,Stable
2783,Stable
2784,Stable
2785,Stable
2786,Stable
2787,Stable
2788,Stable
2789,Stable
2790,Stable
2791,Stable
2792,Stable
2793,Stable
2794,Stable
2795,Stable
2796,Stable
2797,Stable
2798,Stable
2799,Stable
2800,Stable
2801,Stable
2802,Stable
2803,Stable
2804,Stable
2805,Stable
2806,Stable
2807,Stable
2808,Stable
2809,Stable
2810,Stable
2811,Stable
2812,Stable
2813,Stable
2814,Stable
2815,Stable
2816,Stable
2817,Stable
2818,Stable
2819,Stable
2820,Stable
2821,Stable
2822,Stable
2823,Stable
2824,Stable
2825,Stable
2826,Stable
2827,Stable
2828,Stable
2829,Stable
2830,Stable
2831,Stable
2832,Stable
2833,Stable
2834,Stable
2835,Stable
2836,Stable
2837,Stable
2838,Stable
2839,Stable
2840,Stable
2841,Stable
2842,Stable
2843,Stable
2844,Stable
2845,Stable
2846,Stable
2847,Stable
2848,Stable
2849,Stable
2850,Stable
2851,Stable
2852,Stable
2853,Stable
2854,Stable
2855,Stable
2856,Stable
2857,Stable
2858,Stable
2859,Stable
2860,Stable
2861,Stable
2862,Stable
2863,Stable
2864,Stable
2865,Stable
2866,Stable
2867,Stable
2868,Stable
2869,Stable
2870,Stable
2871,Stable
2872,Stable
2873,Stable
2874,Stable
2875,Stable
2876,Stable
2877,Stable
2878,Stable
2879,Stable
2880,Stable
2881,Stable
2882,Stable
2883,Stable
2884,Stable
2885,Stable
2886,Stable
2887,Stable
2888,Stable
2889,Stable
2890,Stable
2891,Stable
2892,Stable
2893,Stable
2894,Stable
2895,Stable
2896,Stable
2897,Stable
2898,Stable
2899,Stable
2900,Stable
2901,Stable
2902,Stable
2903,Stable
2904,Stable
2905,Stable
2906,Stable
2907,Stable
2908,Stable
2909,Stable
2910,Stable
2911,Stable
2912,Stable
2913,Stable
2914,Stable
2915,Stable
2916,Stable
2917,Stable
2918,Stable
2919,Stable
2920,Stable
2921,Stable
2922,Stable
2923,Stable
2924,Stable
2925,Stable
2926,Stable
2927,Stable
2928,Stable
2929,Stable
2930,Stable
2931,Stable
2932,Stable
2933,Stable
2934,Stable
2935,Stable
2936,Stable
2937,Stable
2938,Stable
2939,Stable
2940,Stable
2941,Stable
2942,Stable
2943,Stable
2944,Stable
2945,Stable
2946,Stable
2947,Stable
2948,Stable
2949,Stable
2950,Stable
2951,Stable
2952,Stable
2953,Stable
2954,Stable
2955,Stable
2956,Stable
2957,Stable
2958,Stable
2959,Stable
2960,Stable
2961,Stable
2962,Stable
2963,Stable
2964,Stable
2965,Stable
2966,Stable
2967,Stable
2968,Stable
2969,Stable
2970,Stable
2971,Stable
2972,Stable
2973,Stable
2974,Stable
2975,Stable
2976,Stable
2977,Stable
2978,Stable
2979,Stable
2980,Stable
2981,Stable
2982,Stable
2983,Stable
2984,Stable
2985,Stable
2986,Stable
2987,Stable
2988,Stable
2989,Stable
2990,Stable
2991,Stable
2992,Stable
2993,Stable
2994,Stable
2995,Stable
2996,Stable
2997,Stable
2998,Stable
2999,Stable
3000,Stable
3001,Stable
3002,Stable
3003,Stable
3004,Stable
3005,Stable
3006,Stable
3007,Stable
3008,Stable
3009,Stable
3010,Stable
3011,Stable
3012,Stable
3013,Stable
3014,Stable
3015,Stable
3016,Stable
3017,Stable
3018,Stable
3019,Stable
3020,Stable
3021,Stable
3022,Stable
3023,Stable
3024,Stable
3025,Stable
3026,Stable
3027,Stable
3028,Stable
3029,Stable
3030,Stable
3031,Stable
3032,Stable
3033,Stable
3034,Stable
3035,Stable
3036,Stable
3037,Stable
3038,Stable
3039,Stable
3040,Stable
3041,Stable
3042,Stable
3043,Stable
3044,Stable
3045,Stable
3046,Stable
3047,Stable
3048,Stable
3049,Stable
3050,Stable
3051,Stable
3052,Stable
3053,Stable
3054,Stable
3055,Stable
3056,Stable
3057,Stable
3058,Stable
3059,Stable
3060,Stable
3061,Stable
3062,Stable
3063,Stable
3064,Stable
3065,Stable
3066,Stable
3067,Stable
3068,Stable
3069,Stable
3070,Stable
3071,Stable
3072,Stable
3073,Stable
3074,Stable
3075,Stable
3076,Stable
3077,Stable
3078,Stable
3079,Stable
3080,Stable
3081,Stable
3082,Stable
3083,Stable
3084,Stable
3085,Stable
3086,Stable
3087,Stable
3088,Stable
3089,Stable
3090,Stable
3091,Stable
3092,Stable
3093,Stable
3094,Stable
3095,Stable
3096,Stable
3097,Stable
3098,Stable
3099,Stable
3100,Stable
3101,Stable
3102,Stable
3103,Stable
3104,Stable
3105,Stable
3106,Stable
3107,Stable
3108,Stable
3109,Stable
3110,Stable
3111,Stable
3112,Stable
3113,Stable
3114,Stable
3115,Stable
3116,Stable
3117,Stable
3118,Stable
3119,Stable
3120,Stable
3121,Stable
3122,Stable
3123,Stable
3124,Stable
3125,Stable
3126,Stable
3127,Stable
3128,Stable
3129,Stable
3130,Stable
3131,Stable
3132,Stable
3133,Stable
3134,Stable
3135,Stable
3136,Stable
3137,Stable
3138,Stable
3139,Stable
3140,Stable
3141,Stable
3142,Stable
3143,Stable
3144,Stable
3145,Stable
3146,Stable
3147,Stable
3148,Stable
3149,Stable
3150,Stable
3151,Stable
3152,Stable
3153,Stable
3154,Stable
3155,Stable
3156,Stable
3157,Stable
3158,Stable
3159,Stable
3160,Stable
3161,Stable
3162,Stable
3163,Stable
3164,Stable
3165,Stable
3166,Stable
3167,Stable
3168,Stable
3169,Stable
3170,Stable
3171,Stable
3172,Stable
3173,Stable
3174,Stable
3175,Stable
3176,Stable
3177,Stable
3178,Stable
3179,Stable
3180,Stable
3181,Stable
3182,Stable
3183,Stable
3184,Stable
3185,Stable
3186,Stable
3187,Stable
3188,Stable
3189,Stable
3190,Stable
3191,Stable
3192,Stable
3193,Stable
3194,Stable
3195,Stable
3196,Stable
3197,Stable
3198,Stable
3199,Stable
3200,Stable
3201,Stable
3202,Stable
3203,Stable
3204,Stable
3205,Stable
3206,Stable
3207,Stable
3208,Stable
3209,Stable
3210,Stable
3211,Stable
3212,Stable
3213,Stable
3214,Stable
3215,Stable
3216,Stable
3217,Stable
3218,Stable
3219,Stable
3220,Stable
3221,Stable
3222,Stable
3223,Stable
3224,Stable
3225,Stable
3226,Stable
3227,Stable
3228,Stable
3229,Stable
3230,Stable
3231,Stable
3232,Stable
3233,Stable
3234,Stable
3235,Stable
3236,Stable
3237,Stable
3238,Stable
3239,Stable
3240,Stable
3241,Stable
3242,Stable
3243,Stable
3244,Stable
3245,Stable
3246,Stable
3247,Stable
3248,Stable
3249,Stable
3250,Stable
3251,Stable
3252,Stable
3253,Stable
3254,Stable
3255,Stable
3256,Stable
3257,Stable
3258,Stable
3259,Stable
3260,Stable
3261,Stable
3262,Stable
3263,Stable
3264,Stable
3265,Stable
3266,Stable
3267,Stable
3268,Stable
3269,Stable
3270,Stable
3271,Stable
3272,Stable
3273,Stable
3274,Stable
3275,Stable
3276,Stable
3277,Stable
3278,Stable
3279,Stable
3280,Stable
3281,Stable
3282,Stable
3283,Stable
3284,Stable
3285,Stable
3286,Stable
3287,Stable
3288,Stable
3289,Stable
3290,Stable
3291,Stable
3292,Stable
3293,Stable
3294,Stable
3295,Stable
3296,Stable
3297,Stable
3298,Stable
3299,Stable
3300,Stable
3301,Stable
3302,Stable
3303,Stable
3304,Stable
3305,Stable
3306,Stable
3307,Stable
3308,Stable
3309,Stable
3310,Stable
3311,Stable
3312,Stable
3313,Stable
3314,Stable
3315,Stable
3316,Stable
3317,Stable
3318,Stable
3319,Stable
3320,Stable
3321,Stable
3322,Stable
3323,Stable
3324,Stable
3325,Stable
3326,Stable
3327,Stable
3328,Stable
3329,Stable
3330,Stable
3331,Stable
3332,Stable
3333,Stable
3334,Stable
3335,Stable
3336,Stable
3337,Stable
3338,Stable
3339,Stable
3340,Stable
3341,Stable
3342,Stable
3343,Stable
3344,Stable
3345,Stable
3346,Stable
3347,Stable
3348,Stable
3349,Stable
3350,Stable
3351,Stable
3352,Stable
3353,Stable
3354,Stable
3355,Stable
3356,Stable
3357,Stable
3358,Stable
3359,Stable
3360,Stable
3361,Stable
3362,Stable
3363,Stable
3364,Stable
3365,Stable
3366,Stable
3367,Stable
3368,Stable
3369,Stable
3370,Stable
3371,Stable
3372,Stable
3373,Stable
3374,Stable
3375,Stable
3376,Stable
3377,Stable
3378,Stable
3379,Stable
3380,Stable
3381,Stable
3382,Stable
3383,Stable
3384,Stable
3385,Stable
3386,Stable
3387,Stable
3388,Stable
3389,Stable
3390,Stable
3391,Stable
3392,Stable
3393,Stable
3394,Stable
3395,Stable
3396,Stable
3397,Stable
3398,Stable
3399,Stable
3400,Stable
3401,Stable
3402,Stable
3403,Stable
3404,Stable
3405,Stable
3406,Stable
3407,Stable
3408,Stable
3409,Stable
3410,Stable
3411,Stable
3412,Stable
3413,Stable
3414,Stable
3415,Stable
3416,Stable
3417,Stable
3418,Stable
3419,Stable
3420,Stable
3421,Stable
3422,Stable
3423,Stable
3424,Stable
3425,Stable
3426,Stable
3427,Stable
3428,Stable
3429,Stable
3430,Stable
3431,Stable
3432,Stable
3433,Stable
3434,Stable
3435,Stable
3436,Stable
3437,Stable
3438,Stable
3439,Stable
3440,Stable
3441,Stable
3442,Stable
3443,Stable
3444,Stable
3445,Stable
3446,Stable
3447,Stable
3448,Stable
3449,Stable
3450,Stable
3451,Stable
3452,Stable
3453,Stable
3454,Stable
3455,Stable
3456,Stable
3457,Stable
3458,Stable
3459,Stable
3460,Stable
3461,Stable
3462,Stable
3463,Stable
3464,Stable
3465,Stable
3466,Stable
3467,Stable
3468,Stable
3469,Stable
3470,Stable
3471,Stable
3472,Stable
3473,Stable
3474,Stable
3475,Stable
3476,Stable
3477,Stable
3478,Stable
3479,Stable
3480,Stable
3481,Stable
3482,Stable
3483,Stable
3484,Stable
3485,Stable
3486,Stable
3487,Stable
3488,Stable
3489,Stable
3490,Stable
3491,Stable
3492,Stable
3493,Stable
3494,Stable
3495,Stable
3496,Stable
3497,Stable
3498,Stable
3499,Stable
3500,Stable
3501,Stable
3502,Stable
3503,Stable
3504,Stable
3505,Stable
3506,Stable
3507,Stable
3508,Stable
3509,Stable
3510,Stable
3511,Stable
3512,Stable
3513,Stable
3514,Stable
3515,Stable
3516,Stable
3517,Stable
3518,Stable
3519,Stable
3520,Stable
3521,Stable
3522,Stable
3523,Stable
3524,Stable
3525,Stable
3526,Stable
3527,Stable
3528,Stable
3529,Stable
3530,Stable
3531,Stable
3532,Stable
3533,Stable
3534,Stable
3535,Stable
3536,Stable
3537,Stable
3538,Stable
3539,Stable
3540,Stable
3541,Stable
3542,Stable
3543,Stable
3544,Stable
3545,Stable
3546,Stable
3547,Stable
3548,Stable
3549,Stable
3550,Stable
3551,Stable
3552,Stable
3553,Stable
3554,Stable
3555,Stable
3556,Stable
3557,Stable
3558,Stable
3559,Stable
3560,Stable
3561,Stable
3562,Stable
3563,Stable
3564,Stable
3565,Stable
3566,Stable
3567,Stable
3568,Stable
3569,Stable
3570,Stable
3571,Stable
3572,Stable
3573,Stable
3574,Stable
3575,Stable
3576,Stable
3577,Stable
3578,Stable
3579,Stable
3580,Stable
3581,Stable
3582,Stable
3583,Stable
3584,Stable
3585,Stable
3586,Stable
3587,Stable
3588,Stable
3589,Stable
3590,Stable
3591,Stable
3592,Stable
3593,Stable
3594,Stable
3595,Stable
3596,Stable
3597,Stable
3598,Stable
3599,Stable
3600,Stable
3601,Stable
3602,Stable
3603,Stable
3604,Stable
3605,Stable
3606,Stable
3607,Stable
3608,Stable
3609,Stable
3610,Stable
3611,Stable
3612,Stable
3613,Stable
3614,Stable
3615,Stable
3616,Stable
3617,Stable
3618,Stable
3619,Stable
3620,Stable
3621,Stable
3622,Stable
3623,Stable
3624,Stable
3625,Stable
3626,Stable
3627,Stable
3628,Stable
3629,Stable
3630,Stable
3631,Stable
3632,Stable
3633,Stable
3634,Stable
3635,Stable
3636,Stable
3637,Stable
3638,Stable
3639,Stable
3640,Stable
3641,Stable
3642,Stable
3643,Stable
3644,Stable
3645,Stable
3646,Stable
3647,Stable
3648,Stable
3649,Stable
3650,Stable
3651,Stable
3652,Stable
3653,Stable
3654,Stable
3655,Stable
3656,Stable
3657,Stable
3658,Stable
3659,Stable
3660,Stable
3661,Stable
3662,Stable
3663,Stable
3664,Stable
3665,Stable
3666,Stable
3667,Stable
3668,Stable
3669,Stable
3670,Stable
3671,Stable
3672,Stable
3673,Stable
3674,Stable
3675,Stable
3676,Stable
3677,Stable
3678,Stable
3679,Stable
3680,Stable
3681,Stable
3682,Stable
3683,Stable
3684,Stable
3685,Stable
3686,Stable
3687,Stable
3688,Stable
3689,Stable
3690,Stable
3691,Stable
3692,Stable
3693,Stable
3694,Stable
3695,Stable
3696,Stable
3697,Stable
3698,Stable
3699,Stable
3700,Stable
3701,Stable
3702,Stable
3703,Stable
3704,Stable
3705,Stable
3706,Stable
3707,Stable
3708,Stable
3709,Stable
3710,Stable
3711,Stable
3712,Stable
3713,Stable
3714,Stable
3715,Stable
3716,Stable
3717,Stable
3718,Stable
3719,Stable
3720,Stable
3721,Stable
3722,Stable
3723,Stable
3724,Stable
3725,Stable
3726,Stable
3727,Stable
3728,Stable
3729,Stable
3730,Stable
3731,Stable
3732,Stable
3733,Stable
3734,Stable
3735,Stable
3736,Stable
3737,Stable
3738,Stable
3739,Stable
3740,Stable
3741,Stable
3742,Stable
3743,Stable
3744,Stable
3745,Stable
3746,Stable
3747,Stable
3748,Stable
3749,Stable
3750,Stable
3751,Stable
3752,Stable
3753,Stable
3754,Stable
3755,Stable
3756,Stable
3757,Stable
3758,Stable
3759,Stable
3760,Stable
3761,Stable
3762,Stable
3763,Stable
3764,Stable
3765,Stable
3766,Stable
3767,Stable
3768,Stable
3769,Stable
3770,Stable
3771,Stable
3772,Stable
3773,Stable
3774,Stable
3775,Stable
3776,Stable
3777,Stable
3778,Stable
3779,Stable
3780,Stable
3781,Stable
3782,Stable
3783,Stable
3784,Stable
3785,Stable
3786,Stable
3787,Stable
3788,Stable
3789,Stable
3790,Stable
3791,Stable
3792,Stable
3793,Stable
3794,Stable
3795,Stable
3796,Stable
3797,Stable
3798,Stable
3799,Stable
3800,Stable
3801,Stable
3802,Stable
3803,Stable
3804,Stable
3805,Stable
3806,Stable
3807,Stable
3808,Stable
3809,Stable
3810,Stable
3811,Stable
3812,Stable
3813,Stable
3814,Stable
3815,Stable
3816,Stable
3817,Stable
3818,Stable
3819,Stable
3820,Stable
3821,Stable
3822,Stable
3823,Stable
3824,Stable
3825,Stable
3826,Stable
3827,Stable
3828,Stable
3829,Stable
3830,Stable
3831,Stable
3832,Stable
3833,Stable
3834,Stable
3835,Stable
3836,Stable
3837,Stable
3838,Stable
3839,Stable
3840,Stable
3841,Stable
3842,Stable
3843,Stable
3844,Stable
3845,Stable
3846,Stable
3847,Stable
3848,Stable
3849,Stable
3850,Stable
3851,Stable
3852,Stable
3853,Stable
3854,Stable
3855,Stable
3856,Stable
3857,Stable
3858,Stable
3859,Stable
3860,Stable
3861,Stable
3862,Stable
3863,Stable
3864,Stable
3865,Stable
3866,Stable
3867,Stable
3868,Stable
3869,Stable
3870,Stable
3871,Stable
3872,Stable
3873,Stable
3874,Stable
3875,Stable
3876,Stable
3877,Stable
3878,Stable
3879,Stable
3880,Stable
3881,Stable
3882,Stable
3883,Stable
3884,Stable
3885,Stable
3886,Stable
3887,Stable
3888,Stable
3889,Stable
3890,Stable
3891,Stable
3892,Stable
3893,Stable
3894,Stable
3895,Stable
3896,Stable
3897,Stable
3898,Stable
3899,Stable
3900,Stable
3901,Stable
3902,Stable
3903,Stable
3904,Stable
3905,Stable
3906,Stable
3907,Stable
3908,Stable
3909,Stable
3910,Stable
3911,Stable
3912,Stable
3913,Stable
3914,Stable
3915,Stable
3916,Stable
3917,Stable
3918,Stable
3919,Stable
3920,Stable
3921,Stable
3922,Stable
3923,Stable
3924,Stable
3925,Stable
3926,Stable
3927,Stable
3928,Stable
3929,Stable
3930,Stable
3931,Stable
3932,Stable
3933,Stable
3934,Stable
3935,Stable
3936,Stable
3937,Stable
3938,Stable
3939,Stable
3940,Stable
3941,Stable
3942,Stable
3943,Stable
3944,Stable
3945,Stable
3946,Stable
3947,Stable
3948,Stable
3949,Stable
3950,Stable
3951,Stable
3952,Stable
3953,Stable
3954,Stable
3955,Stable
3956,Stable
3957,Stable
3958,Stable
3959,Stable
3960,Stable
3961,Stable
3962,Stable
3963,Stable
3964,Stable
3965,Stable
3966,Stable
3967,Stable
3968,Stable
3969,Stable
3970,Stable
3971,Stable
3972,Stable
3973,Stable
3974,Stable
3975,Stable
3976,Stable
3977,Stable
3978,Stable
3979,Stable
3980,Stable
3981,Stable
3982,Stable
3983,Stable
3984,Stable
3985,Stable
3986,Stable
3987,Stable
3988,Stable
3989,Stable
3990,Stable
3991,Stable
3992,Stable
3993,Stable
3994,Stable
3995,Stable
3996,Stable
3997,Stable
3998,Stable
3999,Stable
4000,Stable
4001,Stable
4002,Stable
4003,Stable
4004,Stable
4005,Stable
4006,Stable
4007,Stable
4008,Stable
4009,Stable
4010,Stable
4011,Stable
4012,Stable
4013,Stable
4014,Stable
4015,Stable
4016,Stable
4017,Stable
4018,Stable
4019,Stable
4020,Stable
4021,Stable
4022,Stable
4023,Stable
4024,Stable
4025,Stable
4026,Stable
4027,Stable
4028,Stable
4029,Stable
4030,Stable
4031,Stable
4032,Stable
4033,Stable
4034,Stable
4035,Stable
4036,Stable
4037,Stable
4038,Stable
4039,Stable
4040,Stable
4041,Stable
4042,Stable
4043,Stable
4044,Stable
4045,Stable
4046,Stable
4047,Stable
4048,Stable
4049,Stable
4050,Stable
4051,Stable
4052,Stable
4053,Stable
4054,Stable
4055,Stable
4056,Stable
4057,Stable
4058,Stable
4059,Stable
4060,Stable
4061,Stable
4062,Stable
4063,Stable
4064,Stable
4065,Stable
4066,Stable
4067,Stable
4068,Stable
4069,Stable
4070,Stable
4071,Stable
4072,Stable
4073,Stable
4074,Stable
4075,Stable
4076,Stable
4077,Stable
4078,Stable
4079,Stable
4080,Stable
4081,Stable
4082,Stable
4083,Stable
4084,Stable
4085,Stable
4086,Stable
4087,Stable
4088,Stable
4089,Stable
4090,Stable
4091,Stable
4092,Stable
4093,Stable
4094,Stable
4095,Stable
4096,Stable
4097,Stable
4098,Stable
4099,Stable
4100,Stable
4101,Stable
4102,Stable
4103,Stable
4104,Stable
4105,Stable
4106,Stable
4107,Stable
4108,Stable
4109,Stable
4110,Stable
4111,Stable
4112,Stable
4113,Stable
4114,Stable
4115,Stable
